TS_TOP,ro_tempsense_config,RO_TS_CONFIG,1,134,16,0,F2,Disregard the address (31:22),<16:7> to represent TS_SLOPE_SET 0x2404_8504 bits[9:0]
,,,,,,,,,
TS_TOP,bjt_tempsense_config,BJT_TS_CONFIG,1,135,15,0,1,Disregard the address (31:22),To represent BJT Temp Sensor SLOPE
,,,,,,,,,
POC,poc_bias_efuse,POC_BIAS_EFUSE,1,140,19,18,3,,Overwrite this structure after reading E-Fuse
,,,,,,,,,
ULP_BG,bg_trim_efuse,BG_TRIM_EFUSE,1,140,12,12,0,,To trim ULP_BG
,,,1,127,21,16,10,,To trim ULP_BG
,,,,,,,,,
POC,blackout_trim_efuse,POC2,1,140,11,10,0,,Setting BLACKOUT_MON thresholds
,,,,,,,,,
32MHz RC,m32rc_osc_trim_efuse,M32RC_EFUSE,1,104,20,14,5A,,Overwrite this structure after reading E-Fuse
,,,,,,,,,
32MHz RC,m20rc_osc_trim_efuse,M20RC_EFUSE,1,104,20,14,38,,Overwrite this structure after reading E-Fuse
,,,,,,,,,
DBLR,dblr_32m_trim_efuse,DBLR_EFUSE,1,101,20,15,20,,Overwrite this structure after reading E-Fuse
,,,,,,,,,
32KHZRO,ro_32khz_trim_efuse,RO32K_EFUSE,1,102,20,16,7,,Overwrite this structure after reading E-Fuse
,,,,,,,,,
16KHZRC,rc_16khz_trim_efuse,RC16K_EFUSE,1,103,20,12,A2,,Overwrite this structure after reading E-Fuse
,,,,,,,,,
64KHZRC,rc_64khz_trim_efuse,RC64K_EFUSE,1,103,20,12,A2,,Overwrite this structure after reading E-Fuse
,,,,,,,,,
32KHZRC,rc_32khz_trim_efuse,RC32K_EFUSE,1,103,20,12,A2,,Overwrite this structure after reading E-Fuse
,,,,,,,,,
XTAL_OSC,xtal1_bias_efuse,XTAL1_BIAS_EFUSE,1,10E,16,13,7,,Overwrite this structure after reading E-Fuse
,,,,,,,,,
XTAL_OSC,xtal2_bias_efuse,XTAL2_BIAS_EFUSE,1,10E,16,13,7,,Overwrite this structure after reading E-Fuse
,,,,,,,,,
20MHZRO,m20ro_osc_trim_efuse,M20RO_EFUSE,1,105,20,14,27,,Overwrite this structure after reading E-Fuse
,,,,,,,,,
VBATT_MON,vbatt_status_trim_efuse,VBATT_MON_EFUSE,1,10E,5,0,0,,Overwrite this structure after reading E-Fuse
,,,,,,,,,
RO_TS,ro_ts_efuse,RO_TS_EFUSE,1,136,9,0,10E,Disregard the address (31:22) and use the data<9:0> for programming f2/f1 ratio 0x2404_8508 bits[9:0],Overwrite this structure after reading E-Fuse
,,,,,,,,,
BJT_TS,vbg_tsbjt_efuse,VBG_TS_EFUSE,1,137,11,0,4BF,Disregard the address (31:22) and use the data<10:0> for storing ULP_BG vref,Overwrite this structure after reading E-Fuse
,,,,,,,,,
BJT_TS,delvbe_tsbjt_efuse,DELVBE_TS_EFUSE,1,138,10,0,3D9,Disregard the address (31:22) and use the data<10:0> for storing BJT delta vbe,Overwrite this structure after reading E-Fuse
,,,,,,,,,
AUX_ADC,auxadc_off_diff_efuse,AUXADC_DIFFOFF_EFUSE,1,130,11,0,64,Disregard the address (31:22) and use the data<10:0> for programming offset error in ADC,Overwrite this structure after reading E-Fuse
,,,,,,,,,
AUX_ADC,auxadc_gain_diff_efuse,AUXADC_DIFFGAIN_EFUSE,1,131,15,0,8000,Disregard the address (31:22),Overwrite this structure after reading E-Fuse
,,,,,,,,,
AUX_ADC,auxadc_off_se_efuse,AUXADC_SEOFF_EFUSE,1,132,11,0,64,Disregard the address (31:22),Overwrite this structure after reading E-Fuse
,,,,,,,,,
AUX_ADC,auxadc_gain_se_efuse,AUXADC_SEGAIN_EFUSE,1,133,15,0,8000,Disregard the address (31:22),Overwrite this structure after reading E-Fuse
,,,,,,,,,
BG_PMU,buck_trim_efuse,BUCK_TRIM_EFUSE,2,1D0,20,17,A,,Overwrite this structure after reading E-Fuse
,,,,,,,,,
SOC_LDO,ldosoc_trim_efuse,LDOSOC_TRIM_EFUSE,2,1DF,3,0,0,,Overwrite this structure after reading E-Fuse
,,,,,,,,,
BUCK,dpwm_freq_trim_efuse,DPWM_FREQ_TRIM_EFUSE,2,1D2,16,13,4,,Overwrite this structure after reading E-Fuse
,,,,,,,,,
